0.313055 5261.511526 1.000000
28.283792 5365.685921 36.000000
122.294542 5404.374732 89.000000
546.517098 5312.860131 287.000000
560.194138 5182.873451 133.000000
272.798119 4917.990065 379.000000
353.710302 4809.051033 166.000000
5.023764 4434.393437 95.000000
373.900868 4151.891379 206.000000
646.992005 3994.624300 382.000000
708.288653 4207.393529 271.000000
1014.122130 4350.637064 377.000000
1423.508079 4900.275732 223.000000
1757.932278 5567.799958 117.000000
2183.353930 5629.499255 57.000000
2245.845544 5926.062486 72.000000
2308.917121 5970.055575 392.000000
2464.207510 5935.616347 320.000000
2521.920424 5916.569492 231.000000
2576.658909 5906.275937 397.000000
2504.081923 6104.876802 250.000000
2853.347805 6216.555185 326.000000
2825.394833 6410.956777 209.000000
2767.103525 6708.948639 128.000000
3134.188686 6309.247187 146.000000
3678.595630 6156.758492 14.000000
3686.945198 6487.942080 87.000000
4137.357121 6561.139327 105.000000
4370.599172 6660.288017 28.000000
4429.506671 6718.617541 351.000000
4040.404309 7075.214743 145.000000
3974.372365 7276.331306 238.000000
3559.065714 7217.459789 12.000000
3592.373423 7020.121849 341.000000
3323.428521 6863.146022 281.000000
3300.261592 7496.579544 239.000000
3555.521659 7652.528629 353.000000
3463.913348 7991.644101 276.000000
3604.344401 8216.353058 71.000000
3980.965788 8092.006770 91.000000
4198.765719 8655.445990 283.000000
4606.322411 8460.758295 123.000000
4662.841821 8382.492237 235.000000
4770.549515 8625.693390 108.000000
4945.494963 8933.848124 241.000000
4578.983395 8973.914701 388.000000
4447.497444 9089.532978 311.000000
4584.379939 9673.629785 389.000000
5102.016188 9586.068122 220.000000
6067.687131 9617.619053 280.000000
6301.509727 9473.980563 364.000000
6844.699605 8866.258379 336.000000
7165.991588 8820.621319 304.000000
7443.849583 8779.939757 310.000000
7711.613447 9087.208286 263.000000
7601.546374 9189.907214 107.000000
7672.953497 9329.431913 142.000000
7530.161011 9416.108750 369.000000
7515.891975 9596.432191 64.000000
7837.194678 9730.958152 265.000000
8013.897453 9574.499987 118.000000
8025.781181 9304.304388 309.000000
8536.892826 9557.726374 113.000000
8214.430398 9931.706036 56.000000
8992.047817 9347.659931 252.000000
9222.875391 8866.692692 249.000000
9448.980572 9016.479938 44.000000
9492.989611 8676.386102 318.000000
9750.012648 8462.577885 286.000000
9485.819991 8176.596108 102.000000
9411.441618 8099.278811 387.000000
9486.995800 7938.413279 332.000000
9661.321305 7827.166090 191.000000
9191.314214 8418.002496 365.000000
8561.221146 8443.805631 76.000000
8554.087099 8541.871984 134.000000
7987.639582 8258.450957 306.000000
7760.946633 8230.063905 186.000000
7794.256801 8074.049194 233.000000
7559.236524 8088.265950 101.000000
8086.386732 7901.802472 136.000000
8427.893528 7606.524805 174.000000
8313.052034 7465.537981 189.000000
8722.989028 7276.588975 322.000000
8934.225682 7531.031877 224.000000
8830.712805 7790.112923 173.000000
8621.279285 7840.937068 119.000000
8213.652358 6855.173487 266.000000
7982.189883 6665.355822 115.000000
7942.326529 6681.971637 349.000000
7899.471204 6412.521422 85.000000
7859.583058 6012.461337 213.000000
7224.736315 6143.243469 317.000000
7183.694703 6356.875410 94.000000
6779.678034 6048.717907 398.000000
6523.242223 6132.047342 195.000000
6489.917997 6051.783965 395.000000
6488.152745 6383.192058 391.000000
6120.463920 6637.101456 253.000000
5721.810407 6467.508360 159.000000
5479.626486 6082.347439 66.000000
5458.197522 5925.747629 144.000000
5747.366029 5980.844701 374.000000
5432.588149 5509.013485 68.000000
5247.541259 5425.934845 86.000000
5265.388724 5388.285143 24.000000
5430.777322 5074.454818 201.000000
5219.530792 4654.014625 125.000000
4664.417126 4858.629859 251.000000
4729.885270 5181.736716 43.000000
4635.306762 5600.747185 116.000000
5068.486354 6050.149662 79.000000
5348.186193 6965.341222 394.000000
5562.409095 7409.664075 277.000000
5260.164754 7589.022507 121.000000
4900.790683 7589.016127 267.000000
4997.796530 7966.285906 256.000000
5041.232242 7990.287974 77.000000
5572.566788 8130.013388 82.000000
5720.704149 7874.637701 167.000000
6005.109766 7879.829923 363.000000
6368.644613 7810.010909 325.000000
6639.974274 8047.623778 15.000000
6659.017008 8098.855218 380.000000
6429.956447 8277.998040 188.000000
6362.133206 8372.793863 202.000000
6390.700902 8510.060594 59.000000
6065.842205 8609.935366 93.000000
5589.256443 8633.035686 200.000000
6013.402383 7253.848550 67.000000
6707.162609 7281.964788 114.000000
6876.138908 7266.631214 247.000000
6871.366066 7049.476852 171.000000
7187.910861 7217.840113 342.000000
7299.769291 7222.479352 129.000000
7171.856233 7387.715838 5.000000
7007.644017 7472.989768 292.000000
6699.438978 7470.908494 11.000000
7059.896522 5680.841285 84.000000
6780.825680 5337.196265 152.000000
